subID,partnerID,dyad,connection_3_before,connection_2_before,connection_1_before,connection_long_gap,connection_1_after,connection_2_after,connection_3_after,gap_length,change_in_connection_3_before,change_in_connection_2_before,change_in_connection_1_before,change_in_connection_1_after,change_in_connection_2_after,change_in_connection_3_after,condition
65,64,65_64,27.0,27.0,27.0,27.0,27.0,27.0,27.0,2172.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
64,65,65_64,62.0,63.35,65.0,65.36363636363636,66.0,66.0,66.0,2172.0,-3.3636363636363598,-2.0136363636363583,-0.36363636363635976,0.6363636363636402,0.6363636363636402,0.6363636363636402,strangers
43,48,43_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2192.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
48,43,43_48,71.0,70.8,70.55,70.0,70.0,63.3,75.05,2192.0,1.0,0.7999999999999972,0.5499999999999972,0.0,-6.700000000000003,5.049999999999997,strangers
43,48,43_48,78.0,78.0,78.0,78.0,78.0,78.0,78.0,2192.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
48,43,43_48,37.7,40.8,59.0,56.59090909090909,66.3,65.25,67.55,2192.0,-18.89090909090909,-15.790909090909096,2.4090909090909065,9.709090909090904,8.659090909090907,10.959090909090904,strangers
69,70,69_70,63.0,63.2,64.0,66.38888888888889,77.25,78.0,78.0,3567.0,-3.3888888888888857,-3.188888888888883,-2.3888888888888857,10.861111111111114,11.611111111111114,11.611111111111114,strangers
70,69,69_70,79.0,79.0,79.0,79.0,79.0,79.0,79.0,3567.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
69,70,69_70,80.65,76.6,77.0,77.0,77.0,77.1,79.95,2483.0,3.6500000000000057,-0.4000000000000057,0.0,0.0,0.09999999999999432,2.950000000000003,strangers
70,69,69_70,73.0,73.0,73.0,73.56,74.55,75.0,75.0,2483.0,-0.5600000000000023,-0.5600000000000023,-0.5600000000000023,0.9899999999999949,1.4399999999999977,1.4399999999999977,strangers
69,70,69_70,85.0,85.0,85.0,85.0,85.3,86.0,86.0,2195.0,0.0,0.0,0.0,0.29999999999999716,1.0,1.0,strangers
70,69,69_70,78.0,78.0,78.0,78.0,78.0,78.0,78.0,2195.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
2,9,2_9,58.0,58.0,58.0,58.0,58.0,58.0,58.0,2152.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
9,2,2_9,0.0,0.0,0.0,32.31818181818182,31.0,55.85,56.95,2152.0,-32.31818181818182,-32.31818181818182,-32.31818181818182,-1.3181818181818201,23.53181818181818,24.631818181818183,strangers
2,9,2_9,60.0,60.0,60.0,61.55,67.0,67.0,67.0,2018.0,-1.5499999999999972,-1.5499999999999972,-1.5499999999999972,5.450000000000003,5.450000000000003,5.450000000000003,strangers
9,2,2_9,42.0,42.0,42.0,42.0,42.0,42.0,42.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
2,9,2_9,67.0,67.0,67.0,67.0,68.55,71.95,72.0,2061.0,0.0,0.0,0.0,1.5499999999999972,4.950000000000003,5.0,strangers
9,2,2_9,14.0,14.0,14.0,14.0,14.0,14.0,14.0,2061.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
106,104,106_104,61.0,61.0,61.0,61.0,61.0,61.0,61.0,2265.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
104,106,106_104,59.0,59.0,62.0,62.59090909090909,63.4,63.0,61.7,2265.0,-3.5909090909090935,-3.5909090909090935,-0.5909090909090935,0.8090909090909051,0.4090909090909065,-0.8909090909090907,strangers
103,109,103_109,39.6,40.65,41.0,41.0,41.0,41.0,41.0,2265.0,-1.3999999999999986,-0.3500000000000014,0.0,0.0,0.0,0.0,strangers
109,103,103_109,26.0,26.0,30.65,34.04347826086956,34.0,41.9,51.0,2265.0,-8.043478260869563,-8.043478260869563,-3.393478260869564,-0.043478260869562746,7.856521739130436,16.956521739130437,strangers
21,23,21_23,66.0,66.0,68.9,70.9090909090909,71.0,71.0,71.0,2136.0,-4.9090909090909065,-4.9090909090909065,-2.009090909090901,0.09090909090909349,0.09090909090909349,0.09090909090909349,strangers
23,21,21_23,69.0,69.0,69.0,68.95454545454545,36.15,32.3,44.0,2136.0,0.045454545454546746,0.045454545454546746,0.045454545454546746,-32.804545454545455,-36.654545454545456,-24.954545454545453,strangers
21,23,21_23,91.7,88.0,88.9,90.0,90.0,90.0,86.35,2101.0,1.7000000000000028,-2.0,-1.0999999999999943,0.0,0.0,-3.6500000000000057,strangers
23,21,21_23,67.0,67.0,68.65,72.0,72.0,70.3,46.45,2101.0,-5.0,-5.0,-3.3499999999999943,0.0,-1.7000000000000028,-25.549999999999997,strangers
10,7,10_7,76.0,76.0,76.0,60.85,52.45,64.4,61.15,3968.0,15.149999999999999,15.149999999999999,15.149999999999999,-8.399999999999999,3.5500000000000043,0.29999999999999716,strangers
7,10,10_7,13.0,13.0,13.0,12.95,11.1,11.0,11.0,3968.0,0.05000000000000071,0.05000000000000071,0.05000000000000071,-1.8499999999999996,-1.9499999999999993,-1.9499999999999993,strangers
10,7,10_7,78.0,78.0,78.0,78.0,78.0,78.0,78.0,2115.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
7,10,10_7,14.0,14.0,14.0,14.0,14.0,14.0,14.0,2115.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
10,7,10_7,83.0,83.0,83.0,83.0,83.0,83.85,86.2,2149.0,0.0,0.0,0.0,0.0,0.8499999999999943,3.200000000000003,strangers
7,10,10_7,58.0,58.0,57.95,59.0,59.0,59.0,59.0,2149.0,-1.0,-1.0,-1.0499999999999972,0.0,0.0,0.0,strangers
46,47,46_47,47.65,49.0,49.0,49.0,49.0,49.0,46.5,4034.0,-1.3500000000000014,0.0,0.0,0.0,0.0,-2.5,strangers
47,46,46_47,34.4,37.05,37.0,34.85,29.0,29.0,29.0,4034.0,-0.45000000000000284,2.1999999999999957,2.1499999999999986,-5.850000000000001,-5.850000000000001,-5.850000000000001,strangers
46,47,46_47,47.3,55.45,57.0,57.0,57.0,57.0,57.0,2008.0,-9.700000000000003,-1.5499999999999972,0.0,0.0,0.0,0.0,strangers
47,46,46_47,41.0,41.0,41.0,41.0,41.0,41.0,41.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
81,83,81_83,90.0,90.0,90.0,90.0,90.0,90.0,90.0,2387.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
83,81,81_83,100.0,100.0,100.0,100.0,100.0,100.0,95.6,2387.0,0.0,0.0,0.0,0.0,0.0,-4.400000000000006,strangers
21,22,21_22,49.0,49.0,49.0,49.0,49.0,49.0,49.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
22,21,21_22,72.55,75.45,75.0,75.0,75.0,73.6,73.0,2009.0,-2.450000000000003,0.45000000000000284,0.0,0.0,-1.4000000000000057,-2.0,strangers
21,22,21_22,88.0,87.65,88.0,86.85714285714286,81.35,60.5,63.25,3476.0,1.1428571428571388,0.7928571428571445,1.1428571428571388,-5.507142857142867,-26.35714285714286,-23.60714285714286,strangers
22,21,21_22,72.6,73.0,74.75,32.91428571428571,7.0,2.85,6.0,3476.0,39.68571428571428,40.08571428571429,41.83571428571429,-25.91428571428571,-30.06428571428571,-26.91428571428571,strangers
65,66,65_66,12.0,12.0,12.0,12.0,12.0,12.0,12.0,4090.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
66,65,65_66,73.85,74.0,74.0,74.0,74.0,74.0,72.15,4090.0,-0.15000000000000568,0.0,0.0,0.0,0.0,-1.8499999999999943,strangers
23,27,23_27,28.0,28.0,28.0,28.0,28.0,28.0,28.0,2529.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
27,23,23_27,57.0,57.0,57.0,57.0,57.0,57.0,57.9,2529.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,strangers
65,62,65_62,0.0,0.0,0.0,0.0,0.0,8.85,13.0,3119.0,0.0,0.0,0.0,0.0,8.85,13.0,strangers
62,65,65_62,54.0,54.0,54.0,55.70967741935484,65.25,65.0,65.0,3119.0,-1.7096774193548399,-1.7096774193548399,-1.7096774193548399,9.54032258064516,9.29032258064516,9.29032258064516,strangers
65,62,65_62,41.0,41.0,41.0,41.0,41.0,41.0,41.0,2229.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
62,65,65_62,40.0,40.0,40.35,47.22727272727273,51.0,51.0,51.0,2229.0,-7.227272727272727,-7.227272727272727,-6.877272727272725,3.7727272727272734,3.7727272727272734,3.7727272727272734,strangers
65,62,65_62,61.0,61.0,61.0,61.0,61.0,61.0,61.0,2249.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
62,65,65_62,39.25,51.35,53.0,53.0,53.0,53.0,53.0,2249.0,-13.75,-1.6499999999999986,0.0,0.0,0.0,0.0,strangers
65,62,65_62,61.0,67.7,84.3,84.0,84.0,84.0,84.0,4418.0,-23.0,-16.299999999999997,0.29999999999999716,0.0,0.0,0.0,strangers
62,65,65_62,47.0,47.0,38.3,27.333333333333332,27.0,27.0,34.25,4418.0,19.666666666666668,19.666666666666668,10.966666666666665,-0.33333333333333215,-0.33333333333333215,6.916666666666668,strangers
69,62,69_62,64.0,64.7,65.0,65.0,65.0,65.0,65.0,2463.0,-1.0,-0.29999999999999716,0.0,0.0,0.0,0.0,strangers
62,69,69_62,48.0,48.0,48.0,48.0,48.0,48.0,48.0,2463.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
69,62,69_62,64.95,65.0,65.0,65.56521739130434,66.0,64.3,61.7,2386.0,-0.6152173913043413,-0.5652173913043441,-0.5652173913043441,0.4347826086956559,-1.265217391304347,-3.8652173913043413,strangers
62,69,69_62,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2386.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
69,62,69_62,65.0,65.0,65.75,66.0,62.2,62.0,62.0,2706.0,-1.0,-1.0,-0.25,-3.799999999999997,-4.0,-4.0,strangers
62,69,69_62,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2706.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
69,62,69_62,72.0,72.0,72.0,61.84615384615385,52.05,56.2,57.0,3882.0,10.153846153846153,10.153846153846153,10.153846153846153,-9.79615384615385,-5.646153846153844,-4.846153846153847,strangers
62,69,69_62,50.0,50.0,50.0,50.0,49.4,42.25,42.0,3882.0,0.0,0.0,0.0,-0.6000000000000014,-7.75,-8.0,strangers
69,62,69_62,59.0,59.0,59.0,60.608695652173914,61.0,61.4,63.95,2289.0,-1.608695652173914,-1.608695652173914,-1.608695652173914,0.39130434782608603,0.7913043478260846,3.341304347826089,strangers
62,69,69_62,42.0,42.0,42.0,42.0,42.0,42.0,42.0,2289.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
69,62,69_62,81.0,81.0,81.0,80.74193548387096,78.0,78.0,78.0,3132.0,0.25806451612903913,0.25806451612903913,0.25806451612903913,-2.741935483870961,-2.741935483870961,-2.741935483870961,strangers
62,69,69_62,42.0,42.0,42.0,42.0,45.6,51.0,51.0,3132.0,0.0,0.0,0.0,3.6000000000000014,9.0,9.0,strangers
46,42,46_42,0.0,0.0,0.0,0.0,0.0,10.9,19.9,3170.0,0.0,0.0,0.0,0.0,10.9,19.9,strangers
42,46,46_42,22.0,22.0,23.35,42.45161290322581,45.0,45.05,47.2,3170.0,-20.451612903225808,-20.451612903225808,-19.101612903225806,2.548387096774192,2.5983870967741893,4.748387096774195,strangers
46,42,46_42,19.75,20.5,21.25,22.0,22.0,22.0,25.55,2863.0,-2.25,-1.5,-0.75,0.0,0.0,3.5500000000000007,strangers
42,46,46_42,47.3,47.35,45.5,41.689655172413794,42.35,45.25,46.0,2863.0,5.610344827586204,5.660344827586208,3.8103448275862064,0.6603448275862078,3.5603448275862064,4.310344827586206,strangers
46,42,46_42,35.0,35.0,34.65,33.17391304347826,33.0,32.65,33.0,9167.0,1.826086956521742,1.826086956521742,1.4760869565217405,-0.1739130434782581,-0.5239130434782595,-0.1739130434782581,strangers
42,46,46_42,43.6,44.0,46.3,47.369565217391305,20.0,13.0,13.0,9167.0,-3.7695652173913032,-3.3695652173913047,-1.0695652173913075,-27.369565217391305,-34.369565217391305,-34.369565217391305,strangers
46,42,46_42,33.0,33.0,33.0,33.0,33.0,33.0,33.0,2542.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
42,46,46_42,21.3,23.0,23.6,26.36,25.5,25.85,25.0,2542.0,-5.059999999999999,-3.3599999999999994,-2.759999999999998,-0.8599999999999994,-0.509999999999998,-1.3599999999999994,strangers
46,42,46_42,33.0,33.0,33.0,33.0,33.0,33.0,33.0,6628.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
42,46,46_42,26.0,25.3,25.0,26.98507462686567,28.45,29.0,29.0,6628.0,-0.9850746268656714,-1.6850746268656707,-1.9850746268656714,1.464925373134328,2.0149253731343286,2.0149253731343286,strangers
46,42,46_42,53.0,53.0,53.0,53.0,53.0,53.0,53.0,3988.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
42,46,46_42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,3988.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
81,86,81_86,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2816.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
86,81,81_86,87.0,87.0,87.0,87.0,87.0,87.0,87.0,2816.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
106,103,106_103,57.0,57.0,57.0,57.0,50.6,35.0,35.0,2372.0,0.0,0.0,0.0,-6.399999999999999,-22.0,-22.0,strangers
103,106,106_103,39.65,45.0,45.0,45.0,47.15,50.2,54.4,2372.0,-5.350000000000001,0.0,0.0,2.1499999999999986,5.200000000000003,9.399999999999999,strangers
106,103,106_103,35.0,35.0,35.0,35.0,35.0,35.0,35.0,2726.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
103,106,106_103,71.3,70.0,70.0,70.0,70.0,70.0,70.0,2726.0,1.2999999999999972,0.0,0.0,0.0,0.0,0.0,strangers
106,103,106_103,42.0,42.0,42.0,42.0,42.0,42.0,42.0,3078.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
103,106,106_103,76.0,84.6,69.6,69.0,69.0,69.0,69.0,3078.0,7.0,15.599999999999994,0.5999999999999943,0.0,0.0,0.0,strangers
106,103,106_103,42.0,42.0,42.0,42.0,42.0,42.0,42.0,2068.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
103,106,106_103,69.0,69.0,69.0,69.0,70.6,74.0,74.0,2068.0,0.0,0.0,0.0,1.5999999999999943,5.0,5.0,strangers
106,103,106_103,42.0,42.0,42.0,42.0,42.0,42.0,42.0,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
103,106,106_103,74.0,74.0,68.1,31.45,25.75,26.0,26.0,2030.0,42.55,42.55,36.64999999999999,-5.699999999999999,-5.449999999999999,-5.449999999999999,strangers
48,46,48_46,14.0,14.0,14.0,14.0,14.0,14.0,14.0,2452.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
46,48,48_46,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2452.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
21,27,21_27,7.75,8.85,10.0,17.304347826086957,22.0,22.0,22.0,4567.0,-9.554347826086957,-8.454347826086957,-7.304347826086957,4.695652173913043,4.695652173913043,4.695652173913043,strangers
27,21,21_27,21.0,21.0,21.0,29.26086956521739,33.0,33.0,33.0,4567.0,-8.26086956521739,-8.26086956521739,-8.26086956521739,3.7391304347826093,3.7391304347826093,3.7391304347826093,strangers
21,27,21_27,53.0,53.0,53.0,53.878787878787875,54.0,54.0,54.0,3263.0,-0.8787878787878753,-0.8787878787878753,-0.8787878787878753,0.12121212121212466,0.12121212121212466,0.12121212121212466,strangers
27,21,21_27,55.0,55.0,55.0,55.0,55.0,55.0,55.0,3263.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
9,11,9_11,41.0,41.0,41.0,41.0,41.0,41.0,41.0,2393.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
11,9,9_11,65.0,65.0,65.0,65.0,65.0,65.0,66.0,2393.0,0.0,0.0,0.0,0.0,0.0,1.0,strangers
44,46,44_46,39.45,39.0,38.85,38.0,38.0,38.0,38.0,3165.0,1.4500000000000028,1.0,0.8500000000000014,0.0,0.0,0.0,strangers
46,44,44_46,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3165.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
44,46,44_46,42.0,42.0,42.0,42.0,42.0,42.0,42.0,3055.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
46,44,44_46,38.0,39.1,42.0,42.0,42.0,42.0,42.0,3055.0,-4.0,-2.8999999999999986,0.0,0.0,0.0,0.0,strangers
44,46,44_46,54.0,54.0,54.0,54.0,54.0,54.0,54.0,2825.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
46,44,44_46,52.0,52.0,52.0,51.92857142857143,51.95,53.0,30.55,2825.0,0.0714285714285694,0.0714285714285694,0.0714285714285694,0.02142857142857224,1.0714285714285694,-21.37857142857143,strangers
44,46,44_46,54.0,54.0,54.0,54.0,54.0,54.0,54.0,5647.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
46,44,44_46,52.35,53.0,22.75,14.0,14.0,14.0,14.0,5647.0,38.35,39.0,8.75,0.0,0.0,0.0,strangers
44,46,44_46,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2279.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
46,44,44_46,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2279.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
44,46,44_46,27.0,27.0,27.0,27.0,25.15,22.2,22.0,2064.0,0.0,0.0,0.0,-1.8500000000000014,-4.800000000000001,-5.0,strangers
46,44,44_46,24.0,24.0,24.0,24.0,24.0,24.45,25.0,2064.0,0.0,0.0,0.0,0.0,0.4499999999999993,1.0,strangers
70,68,70_68,75.0,81.45,79.05,72.0,72.0,72.0,72.0,2372.0,3.0,9.450000000000003,7.049999999999997,0.0,0.0,0.0,strangers
68,70,70_68,53.526315789473685,52.68421052631579,49.0,49.0,49.0,49.0,49.0,2372.0,4.526315789473685,3.6842105263157876,0.0,0.0,0.0,0.0,strangers
106,101,106_101,49.0,49.0,49.0,49.0,49.0,49.0,49.0,4668.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
101,106,106_101,31.0,40.3,50.0,50.0,50.0,50.0,50.0,4668.0,-19.0,-9.700000000000003,0.0,0.0,0.0,0.0,strangers
106,101,106_101,33.0,33.0,33.0,32.833333333333336,31.2,36.45,38.0,2422.0,0.1666666666666643,0.1666666666666643,0.1666666666666643,-1.6333333333333364,3.616666666666667,5.166666666666664,strangers
101,106,106_101,53.75,85.4,85.5,85.08,86.0,84.8,84.0,2422.0,-31.33,0.3200000000000074,0.4200000000000017,0.9200000000000017,-0.28000000000000114,-1.0799999999999983,strangers
106,101,106_101,41.0,41.0,41.85,45.92,46.0,46.0,46.0,2529.0,-4.920000000000002,-4.920000000000002,-4.07,0.0799999999999983,0.0799999999999983,0.0799999999999983,strangers
101,106,106_101,83.9,81.85,81.0,79.44,67.4,57.5,56.0,2529.0,4.460000000000008,2.4099999999999966,1.5600000000000023,-12.039999999999992,-21.939999999999998,-23.439999999999998,strangers
106,101,106_101,51.0,51.0,51.0,51.0,51.0,51.0,51.0,2337.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
101,106,106_101,43.0,54.3,54.0,54.0,54.0,54.0,53.95,2337.0,-11.0,0.29999999999999716,0.0,0.0,0.0,-0.04999999999999716,strangers
106,101,106_101,43.0,45.0,45.0,45.0,45.0,45.0,45.0,2653.0,-2.0,0.0,0.0,0.0,0.0,0.0,strangers
101,106,106_101,25.0,40.0,43.85,44.5,45.0,44.85,45.55,2653.0,-19.5,-4.5,-0.6499999999999986,0.5,0.3500000000000014,1.0499999999999972,strangers
107,104,107_104,70.0,70.0,70.0,68.08,65.25,65.0,65.0,2516.0,1.9200000000000017,1.9200000000000017,1.9200000000000017,-2.8299999999999983,-3.0799999999999983,-3.0799999999999983,strangers
104,107,107_104,97.0,97.0,97.0,97.0,97.0,97.0,97.0,2516.0,0.0,0.0,0.0,0.0,0.0,0.0,strangers
8,235,8_235,31.85,31.0,29.35,24.0,22.9,20.0,20.0,2169.0,7.850000000000001,7.0,5.350000000000001,-1.1000000000000014,-4.0,-4.0,friends
235,8,8_235,51.7,52.9,53.0,53.0,53.0,53.95,54.0,2169.0,-1.2999999999999972,-0.10000000000000142,0.0,0.0,0.9500000000000028,1.0,friends
8,235,8_235,88.85,88.0,88.0,88.0,88.0,87.55,85.0,2009.0,0.8499999999999943,0.0,0.0,0.0,-0.45000000000000284,-3.0,friends
235,8,8_235,61.0,61.0,60.8,60.7,62.0,62.0,62.0,2009.0,0.29999999999999716,0.29999999999999716,0.09999999999999432,1.2999999999999972,1.2999999999999972,1.2999999999999972,friends
8,235,8_235,90.0,90.0,90.0,90.55,91.0,91.0,91.0,2026.0,-0.5499999999999972,-0.5499999999999972,-0.5499999999999972,0.45000000000000284,0.45000000000000284,0.45000000000000284,friends
235,8,8_235,64.85,60.65,58.5,58.0,58.0,57.55,56.15,2026.0,6.849999999999994,2.6499999999999986,0.5,0.0,-0.45000000000000284,-1.8500000000000014,friends
30,215,30_215,75.0,75.05,78.9,79.0,79.0,90.25,90.0,3072.0,-4.0,-3.950000000000003,-0.09999999999999432,0.0,11.25,11.0,friends
215,30,30_215,91.0,91.0,91.0,91.0,91.0,91.0,91.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
30,215,30_215,90.0,90.0,90.0,90.0,90.0,90.0,90.0,3485.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
215,30,30_215,91.0,91.0,91.0,91.0,91.0,91.0,91.0,3485.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
30,215,30_215,98.0,98.0,98.0,98.0,98.0,98.0,98.0,2321.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
215,30,30_215,96.0,96.0,96.0,96.0,96.0,96.0,96.0,2321.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
21,212,21_212,74.0,78.9,80.0,80.0,80.5,81.0,81.0,2128.0,-6.0,-1.0999999999999943,0.0,0.5,1.0,1.0,friends
212,21,21_212,63.0,63.0,63.0,55.18181818181818,54.0,54.0,54.0,2128.0,7.81818181818182,7.81818181818182,7.81818181818182,-1.1818181818181799,-1.1818181818181799,-1.1818181818181799,friends
11,241,11_241,52.8,60.4,56.95,56.3,55.5,56.0,57.8,2053.0,-3.5,4.100000000000001,0.6500000000000057,-0.7999999999999972,-0.29999999999999716,1.5,friends
241,11,11_241,64.05,65.9,67.2,74.35,75.0,75.0,75.0,2053.0,-10.299999999999997,-8.449999999999989,-7.1499999999999915,0.6500000000000057,0.6500000000000057,0.6500000000000057,friends
11,241,11_241,89.0,89.0,89.0,89.0,89.0,89.0,89.0,2420.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
241,11,11_241,67.0,67.4,67.1,64.91666666666667,57.2,50.7,50.0,2420.0,2.0833333333333286,2.4833333333333343,2.183333333333323,-7.716666666666669,-14.216666666666669,-14.916666666666671,friends
11,241,11_241,92.0,92.0,89.65,89.0,89.0,89.0,89.0,2229.0,3.0,3.0,0.6500000000000057,0.0,0.0,0.0,friends
241,11,11_241,38.0,38.0,39.45,49.5,52.85,53.0,53.0,2229.0,-11.5,-11.5,-10.049999999999997,3.3500000000000014,3.5,3.5,friends
11,241,11_241,89.0,89.0,89.0,89.0,89.0,89.0,89.0,2408.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
241,11,11_241,62.55,60.6,60.0,58.25,55.0,55.0,60.05,2408.0,4.299999999999997,2.3500000000000014,1.75,-3.25,-3.25,1.7999999999999972,friends
11,241,11_241,89.0,89.0,89.0,89.0,89.0,89.0,89.0,2370.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
241,11,11_241,26.0,26.0,26.0,26.0,26.75,27.0,27.0,2370.0,0.0,0.0,0.0,0.75,1.0,1.0,friends
11,241,11_241,93.0,93.0,93.0,93.0,93.0,93.0,93.0,2124.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
241,11,11_241,49.05,53.6,56.75,62.59090909090909,64.0,64.0,64.05,2124.0,-13.540909090909096,-8.990909090909092,-5.8409090909090935,1.4090909090909065,1.4090909090909065,1.4590909090909037,friends
11,241,11_241,91.0,91.0,91.0,91.0,91.0,91.0,91.0,2067.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
241,11,11_241,67.0,67.0,67.0,64.5,62.55,61.0,61.0,2067.0,2.5,2.5,2.5,-1.9500000000000028,-3.5,-3.5,friends
11,241,11_241,91.0,91.0,91.0,91.0,91.0,91.0,91.0,2286.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
241,11,11_241,61.0,61.0,61.0,61.0,60.45,60.0,60.0,2286.0,0.0,0.0,0.0,-0.5499999999999972,-1.0,-1.0,friends
86,251,86_251,82.0,79.95,76.95,72.58823529411765,72.0,72.0,72.0,3372.0,9.411764705882348,7.361764705882351,4.361764705882351,-0.5882352941176521,-0.5882352941176521,-0.5882352941176521,friends
251,86,86_251,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3372.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
86,251,86_251,90.0,90.0,90.0,90.0,90.0,90.0,90.0,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
251,86,86_251,100.0,100.0,100.0,98.28571428571429,45.25,47.65,55.5,2014.0,1.7142857142857082,1.7142857142857082,1.7142857142857082,-53.03571428571429,-50.63571428571429,-42.78571428571429,friends
44,252,44_252,53.0,53.0,53.0,53.0,53.0,53.0,53.0,2538.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
252,44,44_252,48.0,48.0,48.0,48.0,48.0,48.0,47.45,2538.0,0.0,0.0,0.0,0.0,0.0,-0.5499999999999972,friends
44,252,44_252,55.0,55.0,55.0,55.0,55.0,55.0,55.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
252,44,44_252,60.8,61.0,58.9,53.0,53.0,54.85,57.45,2449.0,7.799999999999997,8.0,5.899999999999999,0.0,1.8500000000000014,4.450000000000003,friends
44,252,44_252,60.0,60.0,60.0,60.0,60.0,60.9,61.0,2548.0,0.0,0.0,0.0,0.0,0.8999999999999986,1.0,friends
252,44,44_252,74.0,74.0,74.0,74.0,74.0,74.0,74.0,2548.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
44,252,44_252,61.0,61.0,61.0,61.0,61.0,61.0,61.0,2747.0,0.0,0.0,0.0,0.0,0.0,0.0,friends
252,44,44_252,71.4,64.0,68.8,69.78571428571429,68.35,68.0,68.0,2747.0,1.6142857142857139,-5.785714285714292,-0.9857142857142946,-1.4357142857142975,-1.7857142857142918,-1.7857142857142918,friends
44,252,44_252,61.0,61.0,61.0,61.0,61.0,61.0,38.25,4528.0,0.0,0.0,0.0,0.0,0.0,-22.75,friends
252,44,44_252,59.0,59.0,59.0,50.75555555555555,25.9,30.0,31.0,4528.0,8.244444444444447,8.244444444444447,8.244444444444447,-24.855555555555554,-20.755555555555553,-19.755555555555553,friends
44,252,44_252,80.0,80.0,80.0,80.0,80.0,81.0,81.0,3202.0,0.0,0.0,0.0,0.0,1.0,1.0,friends
252,44,44_252,44.0,42.21052631578947,42.0,42.0,42.4,44.85,44.75,3202.0,2.0,0.21052631578947256,0.0,0.3999999999999986,2.8500000000000014,2.75,friends
