clip,gap_length_x,condition_x,dyad,turn_num,turn_start_msec,video_num,laughter,Unnamed: 8,Unnamed: 9,subID,partnerID,timepoint,connection,connection_change,gap_length_y,speaker,condition_y
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,60.0,65.0,3_after,84.0,0.0,2628.0,other,strangers
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,65.0,60.0,3_after,57.0,0.0,2628.0,self,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,60.0,65.0,long_gap,84.0,0.0,2128.0,self,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,65.0,60.0,long_gap,57.0,0.0,2128.0,other,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,60.0,65.0,1_before,84.0,0.0,2128.0,self,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,65.0,60.0,1_before,57.0,0.0,2128.0,other,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,60.0,65.0,2_before,84.0,0.0,2128.0,self,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,65.0,60.0,2_before,57.0,0.0,2128.0,other,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,60.0,65.0,3_before,84.0,0.0,2128.0,self,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,65.0,60.0,3_before,57.0,0.0,2128.0,other,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,60.0,65.0,1_after,84.0,0.0,2128.0,self,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,65.0,60.0,1_after,57.0,0.0,2128.0,other,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,60.0,65.0,2_after,84.0,0.0,2128.0,self,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,65.0,60.0,2_after,57.0,0.0,2128.0,other,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,60.0,65.0,3_after,84.0,0.0,2128.0,self,strangers
66_2128_60_65.mov,2128,strangers,60_65,106,387654,66,yes,,,65.0,60.0,3_after,57.0,0.0,2128.0,other,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,60.0,65.0,long_gap,84.0,0.0,2199.0,other,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,65.0,60.0,long_gap,57.81818181818182,0.0,2199.0,self,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,60.0,65.0,1_before,84.0,0.0,2199.0,other,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,65.0,60.0,1_before,57.0,-0.8181818181818201,2199.0,self,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,60.0,65.0,2_before,84.0,0.0,2199.0,other,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,65.0,60.0,2_before,57.0,-0.8181818181818201,2199.0,self,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,60.0,65.0,3_before,84.0,0.0,2199.0,other,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,65.0,60.0,3_before,57.0,-0.8181818181818201,2199.0,self,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,60.0,65.0,1_after,84.0,0.0,2199.0,other,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,65.0,60.0,1_after,69.0,11.18181818181818,2199.0,self,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,60.0,65.0,2_after,84.0,0.0,2199.0,other,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,65.0,60.0,2_after,70.0,12.18181818181818,2199.0,self,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,60.0,65.0,3_after,84.0,0.0,2199.0,other,strangers
67_2199_60_65.mov,2199,strangers,60_65,123,440751,67,no,,,65.0,60.0,3_after,70.0,12.18181818181818,2199.0,self,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,65.0,69.0,long_gap,39.0,0.0,2508.0,self,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,69.0,65.0,long_gap,57.0,0.0,2508.0,other,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,65.0,69.0,1_before,39.0,0.0,2508.0,self,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,69.0,65.0,1_before,57.0,0.0,2508.0,other,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,65.0,69.0,2_before,39.0,0.0,2508.0,self,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,69.0,65.0,2_before,57.0,0.0,2508.0,other,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,65.0,69.0,3_before,39.0,0.0,2508.0,self,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,69.0,65.0,3_before,57.0,0.0,2508.0,other,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,65.0,69.0,1_after,39.0,0.0,2508.0,self,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,69.0,65.0,1_after,59.35,2.3500000000000014,2508.0,other,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,65.0,69.0,2_after,39.0,0.0,2508.0,self,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,69.0,65.0,2_after,63.35,6.350000000000001,2508.0,other,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,65.0,69.0,3_after,39.0,0.0,2508.0,self,strangers
68_2508_65_69.mov,2508,strangers,65_69,36,126979,68,yes,,,69.0,65.0,3_after,63.0,6.0,2508.0,other,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,65.0,69.0,long_gap,39.0,0.0,2026.0,other,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,69.0,65.0,long_gap,70.0,0.0,2026.0,self,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,65.0,69.0,1_before,39.0,0.0,2026.0,other,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,69.0,65.0,1_before,70.0,0.0,2026.0,self,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,65.0,69.0,2_before,39.0,0.0,2026.0,other,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,69.0,65.0,2_before,68.1,-1.9000000000000057,2026.0,self,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,65.0,69.0,3_before,39.0,0.0,2026.0,other,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,69.0,65.0,3_before,63.0,-7.0,2026.0,self,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,65.0,69.0,1_after,39.0,0.0,2026.0,other,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,69.0,65.0,1_after,70.0,0.0,2026.0,self,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,65.0,69.0,2_after,39.0,0.0,2026.0,other,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,69.0,65.0,2_after,70.0,0.0,2026.0,self,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,65.0,69.0,3_after,39.0,0.0,2026.0,other,strangers
69_2026_65_69.mov,2026,strangers,65_69,47,195806,69,yes,,,69.0,65.0,3_after,70.0,0.0,2026.0,self,strangers
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,65.0,69.0,long_gap,59.0,0.0,2100.0,other,strangers
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,69.0,65.0,long_gap,91.0,0.0,2100.0,self,strangers
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,65.0,69.0,1_before,59.0,0.0,2100.0,other,strangers
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,69.0,65.0,1_before,91.0,0.0,2100.0,self,strangers
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,65.0,69.0,2_before,59.0,0.0,2100.0,other,strangers
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,69.0,65.0,2_before,91.0,0.0,2100.0,self,strangers
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,65.0,69.0,3_before,59.0,0.0,2100.0,other,strangers
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,69.0,65.0,3_before,91.0,0.0,2100.0,self,strangers
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,65.0,69.0,1_after,59.0,0.0,2100.0,other,strangers
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,69.0,65.0,1_after,91.0,0.0,2100.0,self,strangers
