subID,partnerID,dyad,timepoint,connection,connection_change,gap_length,condition
110,102,102_110,1_after,16.0,0.0,2205.0,strangers
102,110,102_110,2_after,36.0,-2.0,2205.0,strangers
110,102,102_110,2_after,16.0,0.0,2205.0,strangers
102,110,102_110,3_after,37.9,-0.10000000000000142,2205.0,strangers
110,102,102_110,3_after,16.0,0.0,2205.0,strangers
102,110,102_110,3_before,40.0,0.0,1173.0,strangers
110,102,102_110,3_before,16.0,0.0,1173.0,strangers
102,110,102_110,long_gap,42.0,2.0,1173.0,strangers
110,102,102_110,long_gap,16.0,0.0,1173.0,strangers
102,110,102_110,1_before,41.72222222222222,1.7222222222222214,1173.0,strangers
110,102,102_110,1_before,16.0,0.0,1173.0,strangers
102,110,102_110,2_before,40.0,0.0,1173.0,strangers
110,102,102_110,2_before,16.0,0.0,1173.0,strangers
102,110,102_110,1_after,42.0,2.0,1173.0,strangers
110,102,102_110,1_after,16.0,0.0,1173.0,strangers
102,110,102_110,2_after,42.0,2.0,1173.0,strangers
110,102,102_110,2_after,16.0,0.0,1173.0,strangers
102,110,102_110,3_after,44.7,4.700000000000003,1173.0,strangers
110,102,102_110,3_after,16.0,0.0,1173.0,strangers
102,110,102_110,3_before,62.0,0.0,1573.0,strangers
110,102,102_110,3_before,16.0,0.0,1573.0,strangers
102,110,102_110,long_gap,63.25,1.25,1573.0,strangers
110,102,102_110,long_gap,16.0,0.0,1573.0,strangers
102,110,102_110,1_before,63.0,1.0,1573.0,strangers
110,102,102_110,1_before,16.0,0.0,1573.0,strangers
102,110,102_110,2_before,62.15,0.14999999999999858,1573.0,strangers
110,102,102_110,2_before,16.0,0.0,1573.0,strangers
102,110,102_110,1_after,66.75,4.75,1573.0,strangers
110,102,102_110,1_after,16.0,0.0,1573.0,strangers
102,110,102_110,2_after,66.0,4.0,1573.0,strangers
110,102,102_110,2_after,16.0,0.0,1573.0,strangers
102,110,102_110,3_after,66.0,4.0,1573.0,strangers
110,102,102_110,3_after,16.0,0.0,1573.0,strangers
102,110,102_110,3_before,66.0,0.0,1282.0,strangers
110,102,102_110,3_before,16.0,0.0,1282.0,strangers
102,110,102_110,long_gap,66.0,0.0,1282.0,strangers
110,102,102_110,long_gap,16.0,0.0,1282.0,strangers
